id;nom;durée;style;niveau;audience;objectif;description
renforcement_intermediaire_jambes_fessiers_15;Renforcement Jambes fessiers Intermédiaire 15 min;15 min;renforcement;Intermédiaire;Intermédiaire;remise_forme;Force propre, contrôle, progression. Jambes et fessiers. Plus dense, variations possibles. Durée 15 min.
renforcement_intermediaire_jambes_fessiers_20;Renforcement Jambes fessiers Intermédiaire 20 min;20 min;renforcement;Intermédiaire;Intermédiaire;remise_forme;Force propre, contrôle, progression. Jambes et fessiers. Plus dense, variations possibles. Durée 20 min.
renforcement_intermediaire_jambes_fessiers_30;Renforcement Jambes fessiers Intermédiaire 30 min;30 min;renforcement;Intermédiaire;Intermédiaire;remise_forme;Force propre, contrôle, progression. Jambes et fessiers. Plus dense, variations possibles. Durée 30 min.
renforcement_intermediaire_jambes_fessiers_45;Renforcement Jambes fessiers Intermédiaire 45 min;45 min;renforcement;Intermédiaire;Intermédiaire;remise_forme;Force propre, contrôle, progression. Jambes et fessiers. Plus dense, variations possibles. Durée 45 min.
renforcement_intermediaire_jambes_fessiers_60;Renforcement Jambes fessiers Intermédiaire 60 min;60 min;renforcement;Intermédiaire;Intermédiaire;remise_forme;Force propre, contrôle, progression. Jambes et fessiers. Plus dense, variations possibles. Durée 60 min.
renforcement_intermediaire_jambes_fessiers_75;Renforcement Jambes fessiers Intermédiaire 75 min;75 min;renforcement;Intermédiaire;Intermédiaire;remise_forme;Force propre, contrôle, progression. Jambes et fessiers. Plus dense, variations possibles. Durée 75 min.
renforcement_avance_full_body_10;Renforcement Full body Avancé 10 min;10 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Tout le corps. Intensité, chrono, exigences techniques. Durée 10 min.
renforcement_avance_full_body_15;Renforcement Full body Avancé 15 min;15 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Tout le corps. Intensité, chrono, exigences techniques. Durée 15 min.
renforcement_avance_full_body_20;Renforcement Full body Avancé 20 min;20 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Tout le corps. Intensité, chrono, exigences techniques. Durée 20 min.
renforcement_avance_full_body_30;Renforcement Full body Avancé 30 min;30 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Tout le corps. Intensité, chrono, exigences techniques. Durée 30 min.
renforcement_avance_full_body_45;Renforcement Full body Avancé 45 min;45 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Tout le corps. Intensité, chrono, exigences techniques. Durée 45 min.
renforcement_avance_full_body_60;Renforcement Full body Avancé 60 min;60 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Tout le corps. Intensité, chrono, exigences techniques. Durée 60 min.
renforcement_avance_full_body_75;Renforcement Full body Avancé 75 min;75 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Tout le corps. Intensité, chrono, exigences techniques. Durée 75 min.
renforcement_avance_haut_du_corps_10;Renforcement Haut du corps Avancé 10 min;10 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Pectoraux, dos, épaules, bras. Intensité, chrono, exigences techniques. Durée 10 min.
renforcement_avance_haut_du_corps_15;Renforcement Haut du corps Avancé 15 min;15 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Pectoraux, dos, épaules, bras. Intensité, chrono, exigences techniques. Durée 15 min.
renforcement_avance_haut_du_corps_20;Renforcement Haut du corps Avancé 20 min;20 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Pectoraux, dos, épaules, bras. Intensité, chrono, exigences techniques. Durée 20 min.
renforcement_avance_haut_du_corps_30;Renforcement Haut du corps Avancé 30 min;30 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Pectoraux, dos, épaules, bras. Intensité, chrono, exigences techniques. Durée 30 min.
renforcement_avance_haut_du_corps_45;Renforcement Haut du corps Avancé 45 min;45 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Pectoraux, dos, épaules, bras. Intensité, chrono, exigences techniques. Durée 45 min.
renforcement_avance_haut_du_corps_60;Renforcement Haut du corps Avancé 60 min;60 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Pectoraux, dos, épaules, bras. Intensité, chrono, exigences techniques. Durée 60 min.
renforcement_avance_haut_du_corps_75;Renforcement Haut du corps Avancé 75 min;75 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Pectoraux, dos, épaules, bras. Intensité, chrono, exigences techniques. Durée 75 min.
renforcement_avance_bas_du_corps_10;Renforcement Bas du corps Avancé 10 min;10 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Jambes, fessiers, stabilité. Intensité, chrono, exigences techniques. Durée 10 min.
renforcement_avance_bas_du_corps_15;Renforcement Bas du corps Avancé 15 min;15 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Jambes, fessiers, stabilité. Intensité, chrono, exigences techniques. Durée 15 min.
renforcement_avance_bas_du_corps_20;Renforcement Bas du corps Avancé 20 min;20 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Jambes, fessiers, stabilité. Intensité, chrono, exigences techniques. Durée 20 min.
renforcement_avance_bas_du_corps_30;Renforcement Bas du corps Avancé 30 min;30 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Jambes, fessiers, stabilité. Intensité, chrono, exigences techniques. Durée 30 min.
renforcement_avance_bas_du_corps_45;Renforcement Bas du corps Avancé 45 min;45 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Jambes, fessiers, stabilité. Intensité, chrono, exigences techniques. Durée 45 min.
renforcement_avance_bas_du_corps_60;Renforcement Bas du corps Avancé 60 min;60 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Jambes, fessiers, stabilité. Intensité, chrono, exigences techniques. Durée 60 min.
renforcement_avance_bas_du_corps_75;Renforcement Bas du corps Avancé 75 min;75 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Jambes, fessiers, stabilité. Intensité, chrono, exigences techniques. Durée 75 min.
renforcement_avance_core_10;Renforcement Core Avancé 10 min;10 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Abdos, gainage, posture. Intensité, chrono, exigences techniques. Durée 10 min.
renforcement_avance_core_15;Renforcement Core Avancé 15 min;15 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Abdos, gainage, posture. Intensité, chrono, exigences techniques. Durée 15 min.
renforcement_avance_core_20;Renforcement Core Avancé 20 min;20 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Abdos, gainage, posture. Intensité, chrono, exigences techniques. Durée 20 min.
renforcement_avance_core_30;Renforcement Core Avancé 30 min;30 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Abdos, gainage, posture. Intensité, chrono, exigences techniques. Durée 30 min.
renforcement_avance_core_45;Renforcement Core Avancé 45 min;45 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Abdos, gainage, posture. Intensité, chrono, exigences techniques. Durée 45 min.
renforcement_avance_core_60;Renforcement Core Avancé 60 min;60 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Abdos, gainage, posture. Intensité, chrono, exigences techniques. Durée 60 min.
renforcement_avance_core_75;Renforcement Core Avancé 75 min;75 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Abdos, gainage, posture. Intensité, chrono, exigences techniques. Durée 75 min.
renforcement_avance_cardio_10;Renforcement Cardio Avancé 10 min;10 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Cardio et dépense. Intensité, chrono, exigences techniques. Durée 10 min.
renforcement_avance_cardio_15;Renforcement Cardio Avancé 15 min;15 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Cardio et dépense. Intensité, chrono, exigences techniques. Durée 15 min.
renforcement_avance_cardio_20;Renforcement Cardio Avancé 20 min;20 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Cardio et dépense. Intensité, chrono, exigences techniques. Durée 20 min.
renforcement_avance_cardio_30;Renforcement Cardio Avancé 30 min;30 min;renforcement;Avancé;Avancé;remise_forme;Force propre, contrôle, progression. Cardio et dépense. Intensité, chrono, exigences techniques. Durée 30 min.
